Tul Code,Ordenado,Delivered,Orders,ACV,AOV,Sku's,Freq
CL-002068,1021343.92,1021343.92,5,1021343.920000000000,204268.784000000000,3,1.6666666666666667
CL-059972,1020560,1020560,1,1020560.000000000000,1020560.000000000000,2,0.33333333333333333333
CL-030461,1019607.44,893691.895,4,893691.895000000000,223422.973750000000,16,1.3333333333333333
CL-049966,1019013.93,999925.58,8,999925.580000000000,124990.697500000000,21,2.6666666666666667
CL-025320,1018881.7,1018881.67,3,1018881.670000000000,339627.223333333333,16,1.00000000000000000000
CL-016426,1018186.94,1018186.94,4,1018186.940000000000,254546.735000000000,7,1.3333333333333333
CL-016116,1018117.37,1018117.37,4,1018117.370000000000,254529.342500000000,13,1.3333333333333333
CL-003555,1017769.36,921225.36,5,921225.360000000000,184245.072000000000,11,1.6666666666666667
CL-017640,1016352.28,1016352.28,1,1016352.280000000000,1016352.280000000000,1,0.33333333333333333333
CL-024335,1015902.25,1015902.25,2,1015902.250000000000,507951.125000000000,5,0.66666666666666666667
CL-015257,1015460.09,927959.33,5,927959.330000000000,185591.866000000000,10,1.6666666666666667
CL-056679,1015107.76,1015107.76,9,1015107.760000000000,112789.751111111111,4,3.0000000000000000
CL-009720,1014725.15,1020269.19,7,1020269.190000000000,145752.741428571429,10,2.3333333333333333
CL-046225,1014333.84,1014333.84,2,1014333.840000000000,507166.920000000000,2,0.66666666666666666667
CL-028675,1013168.76,1123855.16,4,1123855.160000000000,280963.790000000000,3,1.3333333333333333
CL-000177,1012692.1,1016774.65,8,1016774.650000000000,127096.831250000000,18,2.6666666666666667
CL-020851,1012640.87,1012640.87,4,1012640.870000000000,253160.217500000000,7,1.3333333333333333
CL-022713,1012567.71,1012567.71,2,1012567.710000000000,506283.855000000000,6,0.66666666666666666667
CL-054046,1012393.8,954405.2,3,954405.200000000000,318135.066666666667,27,1.00000000000000000000
CL-050362,1011740.62,1011740.61,2,1011740.610000000000,505870.305000000000,15,0.66666666666666666667
CL-052718,1011018.16,1011018.16,1,1011018.160000000000,1011018.160000000000,23,0.33333333333333333333
CL-045446,1010665.2,1010665.2,2,1010665.200000000000,505332.600000000000,5,0.66666666666666666667
CL-046294,1010415.82,1048241.25,1,1048241.250000000000,1048241.250000000000,1,0.33333333333333333333
CL-053298,1010268.64,1010268.64,2,1010268.640000000000,505134.320000000000,3,0.66666666666666666667
CL-017354,1007990.7,1024387.26,4,1024387.260000000000,256096.815000000000,3,1.3333333333333333
CL-004356,1007926.8,933589.6,8,933589.600000000000,116698.700000000000,22,2.6666666666666667
CL-061098,1007555.67,990215.67,2,990215.670000000000,495107.835000000000,19,0.66666666666666666667
CL-018797,1007357.58,1007357.58,6,1007357.580000000000,167892.930000000000,2,2.0000000000000000
CL-047326,1005700.62,1005700.61,4,1005700.610000000000,251425.152500000000,21,1.3333333333333333
CL-009767,1005280.2,1005280.2,3,1005280.200000000000,335093.400000000000,6,1.00000000000000000000
CL-049764,1005022.06,976416.66,2,976416.660000000000,488208.330000000000,93,0.66666666666666666667
CL-003554,1004962.56,1004962.56,1,1004962.560000000000,1004962.560000000000,1,0.33333333333333333333
CL-051690,1004822.56,1004822.55,3,1004822.550000000000,334940.850000000000,4,1.00000000000000000000
CL-059779,1004673.37,991457.27,6,991457.270000000000,165242.878333333333,32,2.0000000000000000
CL-052375,1004482,1004482,2,1004482.000000000000,502241.000000000000,5,0.66666666666666666667
CL-037715,1003307.99,998470.99,4,998470.990000000000,249617.747500000000,9,1.3333333333333333
CL-028222,1003298.73,1003298.73,6,1003298.730000000000,167216.455000000000,15,2.0000000000000000
CL-034152,1001166.31,1003575.12,3,1003575.120000000000,334525.040000000000,4,1.00000000000000000000
CL-036555,1001026.5,1001026.5,2,1001026.500000000000,500513.250000000000,4,0.66666666666666666667
CL-016951,1000092.09,1000092.07,6,1000092.070000000000,166682.011666666667,10,2.0000000000000000
CL-051299,997932.74,855214.7,14,855214.700000000000,61086.764285714286,33,4.6666666666666667
CL-012944,995925.26,995925.26,2,995925.260000000000,497962.630000000000,9,0.66666666666666666667
CL-009352,994859.06,995157.88,6,995157.880000000000,165859.646666666667,9,2.0000000000000000
CL-013728,994811.52,935422.52,7,935422.520000000000,133631.788571428571,9,2.3333333333333333
CL-007867,994402.59,994402.59,2,994402.590000000000,497201.295000000000,8,0.66666666666666666667
CL-051387,994356,905968.8,1,905968.800000000000,905968.800000000000,1,0.33333333333333333333
CL-020363,994229.18,994229.18,7,994229.180000000000,142032.740000000000,14,2.3333333333333333
CL-055686,993380.98,993380.98,3,993380.980000000000,331126.993333333333,10,1.00000000000000000000
CL-010772,990613.64,863406.96,7,863406.960000000000,123343.851428571429,20,2.3333333333333333
CL-052672,990000,990000.06,2,990000.060000000000,495000.030000000000,2,0.66666666666666666667
CL-034619,989586.09,989586.09,9,989586.090000000000,109954.010000000000,12,3.0000000000000000
CL-028361,989141.6,986690.6,2,986690.600000000000,493345.300000000000,9,0.66666666666666666667
CL-047399,985777.41,985777.4,2,985777.400000000000,492888.700000000000,35,0.66666666666666666667
CL-043127,985762,985762,3,985762.000000000000,328587.333333333333,7,1.00000000000000000000
CL-057441,985353.41,985969.01,7,985969.010000000000,141797.644285714286,21,2.3333333333333333
CL-034321,984708,1148826,1,1148826.000000000000,1148826.000000000000,1,0.33333333333333333333
CL-001265,984305.98,959809.56,4,959809.560000000000,239952.390000000000,12,1.3333333333333333
CL-057824,984017.5,500161.6,1,500161.600000000000,500161.600000000000,7,0.33333333333333333333
CL-041273,983804.72,952744.59,8,952744.590000000000,119093.073750000000,11,2.6666666666666667
CL-052744,983780,983780,3,983780.000000000000,327926.666666666667,15,1.00000000000000000000
CL-016929,983424.01,983424.01,6,983424.010000000000,163904.001666666667,21,2.0000000000000000
CL-016122,982967.84,998264.05,3,998264.050000000000,332754.683333333333,10,1.00000000000000000000
CL-010383,982905.39,982905.39,2,982905.390000000000,491452.695000000000,1,0.66666666666666666667
CL-033336,982730.88,982730.88,1,982730.880000000000,982730.880000000000,1,0.33333333333333333333
CL-043310,982196,982196,1,982196.000000000000,982196.000000000000,1,0.33333333333333333333
CL-049324,981732.11,969210.11,5,969210.110000000000,193842.022000000000,18,1.6666666666666667
CL-018961,981375.32,981375.32,1,981375.320000000000,981375.320000000000,2,0.33333333333333333333
CL-020439,979435.93,842345.13,10,842345.130000000000,84234.513000000000,28,3.3333333333333333
CL-056674,979241.42,979241.42,3,979241.420000000000,326413.806666666667,6,1.00000000000000000000
CL-021362,978686.23,1046032.16,4,1046032.160000000000,261508.040000000000,9,1.3333333333333333
CL-017762,978261.23,978261.23,6,978261.230000000000,163043.538333333333,4,2.0000000000000000
CL-042184,978160,978160,2,978160.000000000000,489080.000000000000,2,0.66666666666666666667
CL-019788,977602.65,977602.65,3,977602.650000000000,325867.550000000000,4,1.00000000000000000000
CL-029418,977244.11,977244.12,6,977244.120000000000,162874.020000000000,16,2.0000000000000000
CL-023840,977118,977118,8,977118.000000000000,122139.750000000000,1,2.6666666666666667
CL-051622,977107.3,977107.3,1,977107.300000000000,977107.300000000000,2,0.33333333333333333333
CL-003123,976929.9,976929.9,2,976929.900000000000,488464.950000000000,2,0.66666666666666666667
CL-043276,976477.51,937760.65,4,937760.650000000000,234440.162500000000,4,1.3333333333333333
CL-046885,976170.95,976170.95,4,976170.950000000000,244042.737500000000,13,1.3333333333333333
CL-019225,975624.79,975624.79,1,975624.790000000000,975624.790000000000,3,0.33333333333333333333
CL-055694,973162.34,967078.34,9,967078.340000000000,107453.148888888889,28,3.0000000000000000
CL-022090,972797.16,959809.32,2,959809.320000000000,479904.660000000000,9,0.66666666666666666667
CL-000406,972348.71,972348.71,1,972348.710000000000,972348.710000000000,1,0.33333333333333333333
CL-017719,972252.47,972252.47,2,972252.470000000000,486126.235000000000,2,0.66666666666666666667
CL-035772,971062.95,847149.55,2,847149.550000000000,423574.775000000000,31,0.66666666666666666667
CL-036503,968821,814666.01,6,814666.010000000000,135777.668333333333,28,2.0000000000000000
CL-061726,968282.48,698843,2,698843.000000000000,349421.500000000000,7,0.66666666666666666667
CL-023245,967941.38,967941.39,1,967941.390000000000,967941.390000000000,2,0.33333333333333333333
CL-046221,967770.37,967770.37,1,967770.370000000000,967770.370000000000,17,0.33333333333333333333
CL-016575,967631.94,968513.5,4,968513.500000000000,242128.375000000000,17,1.3333333333333333
CL-010801,966775.47,966775.47,4,966775.470000000000,241693.867500000000,5,1.3333333333333333
CL-028828,965191.79,950851.79,6,950851.790000000000,158475.298333333333,9,2.0000000000000000
CL-026629,964838.4,964838.4,1,964838.400000000000,964838.400000000000,1,0.33333333333333333333
CL-050412,964760.48,964760.48,10,964760.480000000000,96476.048000000000,9,3.3333333333333333
CL-060699,963156.1,963156.1,1,963156.100000000000,963156.100000000000,3,0.33333333333333333333
CL-008369,961962.4,961962.4,1,961962.400000000000,961962.400000000000,2,0.33333333333333333333
CL-018199,961559.36,970181,2,970181.000000000000,485090.500000000000,2,0.66666666666666666667
CL-011273,960675.6,592800,3,592800.000000000000,197600.000000000000,3,1.00000000000000000000
CL-010395,960618.65,1206146.05,7,1206146.050000000000,172306.578571428571,22,2.3333333333333333
CL-017791,960392.89,960392.89,8,960392.890000000000,120049.111250000000,13,2.6666666666666667
CL-039918,958107.73,958107.73,5,958107.730000000000,191621.546000000000,41,1.6666666666666667
CL-011396,957984,957984.02,1,957984.020000000000,957984.020000000000,1,0.33333333333333333333
CL-000248,957658.62,957658.62,5,957658.620000000000,191531.724000000000,11,1.6666666666666667
CL-016398,957206.54,957206.54,3,957206.540000000000,319068.846666666667,7,1.00000000000000000000
CL-004102,957071.16,939661.56,5,939661.560000000000,187932.312000000000,15,1.6666666666666667
CL-019689,956894.58,956894.58,5,956894.580000000000,191378.916000000000,7,1.6666666666666667
CL-016037,956337.31,956337.3,2,956337.300000000000,478168.650000000000,5,0.66666666666666666667
CL-063220,956239.5944,928928.67,5,928928.670000000000,185785.734000000000,28,1.6666666666666667
CL-004649,954314.2399,954314.23,3,954314.230000000000,318104.743333333333,6,1.00000000000000000000
CL-006182,954200.5,954200.49,3,954200.490000000000,318066.830000000000,19,1.00000000000000000000
CL-000715,953970.05,953970.05,1,953970.050000000000,953970.050000000000,5,0.33333333333333333333
CL-029977,953446.44,953446.44,1,953446.440000000000,953446.440000000000,9,0.33333333333333333333
CL-058363,953256.64,940161.84,3,940161.840000000000,313387.280000000000,13,1.00000000000000000000
CL-006265,952957.89,823202.84,3,823202.840000000000,274400.946666666667,6,1.00000000000000000000
CL-027791,952687.06,960908.16,2,960908.160000000000,480454.080000000000,44,0.66666666666666666667
CL-024407,952221.03,953773,2,953773.000000000000,476886.500000000000,9,0.66666666666666666667
CL-052691,952116,952116,3,952116.000000000000,317372.000000000000,4,1.00000000000000000000
CL-019356,950865.53,950865.52,11,950865.520000000000,86442.320000000000,13,3.6666666666666667
CL-017802,950610.27,871150.11,1,871150.110000000000,871150.110000000000,12,0.33333333333333333333
CL-057015,950430.76,956705.55,2,956705.550000000000,478352.775000000000,2,0.66666666666666666667
CL-016026,948792.89,948792.89,2,948792.890000000000,474396.445000000000,5,0.66666666666666666667
CL-052910,947431.09,947431.09,2,947431.090000000000,473715.545000000000,2,0.66666666666666666667
CL-018819,946950.79,946950.79,14,946950.790000000000,67639.342142857143,25,4.6666666666666667
CL-057276,944976.75,944976.75,3,944976.750000000000,314992.250000000000,12,1.00000000000000000000
CL-049746,944103.95,896900.872,3,896900.872000000000,298966.957333333333,5,1.00000000000000000000
CL-032581,943189.06,943189.06,9,943189.060000000000,104798.784444444444,12,3.0000000000000000
CL-014710,942193.83,947795.78,9,947795.780000000000,105310.642222222222,15,3.0000000000000000
CL-004320,941264.8,938904.1,2,938904.100000000000,469452.050000000000,7,0.66666666666666666667
CL-049807,941117.7,941117.7,2,941117.700000000000,470558.850000000000,1,0.66666666666666666667
CL-048239,940533.05,940533.05,2,940533.050000000000,470266.525000000000,5,0.66666666666666666667
CL-054879,939062.64,939062.64,6,939062.640000000000,156510.440000000000,15,2.0000000000000000
CL-025373,937936.93,824587.33,3,824587.330000000000,274862.443333333333,13,1.00000000000000000000
CL-023137,936847.9,936847.9,3,936847.900000000000,312282.633333333333,7,1.00000000000000000000
CL-009067,934839.86,780850.39,7,780850.390000000000,111550.055714285714,9,2.3333333333333333
CL-004143,934301.12,934301.12,1,934301.120000000000,934301.120000000000,1,0.33333333333333333333
CL-018078,933510,678410,4,678410.000000000000,169602.500000000000,6,1.3333333333333333
CL-020872,932144,942736.01,4,942736.010000000000,235684.002500000000,15,1.3333333333333333
CL-015720,931813.79,941267.12,4,941267.120000000000,235316.780000000000,4,1.3333333333333333
CL-058392,931811.36,744636.75,5,744636.750000000000,148927.350000000000,28,1.6666666666666667
CL-022716,931367.4,931367.4,2,931367.400000000000,465683.700000000000,6,0.66666666666666666667
CL-033996,930548.87,930548.87,3,930548.870000000000,310182.956666666667,4,1.00000000000000000000
CL-058246,930539.11,933999.76,4,933999.760000000000,233499.940000000000,4,1.3333333333333333
CL-034501,928994.1,73883.06,3,73883.060000000000,59533.333333333333,5,1.00000000000000000000
CL-045152,928858.4,928858.4,1,928858.400000000000,928858.400000000000,4,0.33333333333333333333
CL-029683,928430.96,932143.64,8,932143.640000000000,116517.955000000000,10,2.6666666666666667
CL-027299,927041.32,927041.32,4,927041.320000000000,231760.330000000000,3,1.3333333333333333
CL-002427,926736.65,926736.66,1,926736.660000000000,926736.660000000000,5,0.33333333333333333333
CL-052396,925942.28,923514.08,4,923514.080000000000,231281.412011195000,16,1.3333333333333333
CL-034080,925302.62,934062.62,5,934062.620000000000,186812.524000000000,16,1.6666666666666667
CL-016532,924890.78,924890.78,2,924890.780000000000,462445.390000000000,6,0.66666666666666666667
CL-022712,923864.2,923864.2,8,923864.200000000000,115483.025000000000,11,2.6666666666666667
CL-028844,922932.98,922351.39,13,922351.390000000000,70950.106923076923,84,4.3333333333333333
CL-004716,922392.4,922392.4,3,922392.400000000000,307464.133333333333,5,1.00000000000000000000
CL-021899,922239.06,922239,3,922239.000000000000,307413.000000000000,4,1.00000000000000000000
CL-047155,921096.83,1914064.49,3,1914064.490000000000,638021.496666666667,3,1.00000000000000000000
CL-066946,919212.10535,723512.11,1,723512.110000000000,723512.110000000000,6,0.33333333333333333333
CL-050347,917990.02,917990.02,3,917990.020000000000,305996.673333333333,5,1.00000000000000000000
CL-028346,916353.96,893948.54,4,893948.540000000000,223487.135000000000,20,1.3333333333333333
CL-027344,915316.13,915316.13,3,915316.130000000000,305105.376666666667,3,1.00000000000000000000
CL-011749,915124.81,915124.81,7,915124.810000000000,130732.115714285714,8,2.3333333333333333
CL-038070,914439.43,914439.43,2,914439.430000000000,457219.715000000000,4,0.66666666666666666667
CL-033917,914389.76,914389.76,2,914389.760000000000,457194.880000000000,5,0.66666666666666666667
CL-022041,914202,914202,1,914202.000000000000,914202.000000000000,2,0.33333333333333333333
CL-062856,913980.72,889359.72,6,889359.720000000000,148226.620000000000,5,2.0000000000000000
CL-016976,912922.2,908518.19,4,908518.190000000000,227129.547500000000,24,1.3333333333333333
CL-025263,912841.76,684271.76,5,684271.760000000000,136854.352000000000,5,1.6666666666666667
CL-061800,911761.2,857763.95,3,857763.950000000000,285921.316666666667,29,1.00000000000000000000
CL-024859,910901.66,910901.66,4,910901.660000000000,227725.415000000000,8,1.3333333333333333
CL-033985,909552.41,909552.41,4,909552.410000000000,227388.102500000000,21,1.3333333333333333
CL-050854,908185.8,908185.89,2,908185.890000000000,454092.945000000000,5,0.66666666666666666667
CL-016167,907674.24,875456.06,3,875456.060000000000,291818.686666666667,15,1.00000000000000000000
CL-020544,907231.86,907231.86,4,907231.860000000000,226807.965000000000,6,1.3333333333333333
CL-027763,906713.97,900611.61,6,900611.610000000000,150101.935000000000,14,2.0000000000000000
CL-023142,905882.35,905882.4,2,905882.400000000000,452941.200000000000,2,0.66666666666666666667
CL-018817,905143.55,989223.15,16,989223.150000000000,61826.446875000000,41,5.3333333333333333
CL-005845,905069.54,1095264.84,4,1095264.840000000000,273816.210000000000,11,1.3333333333333333
CL-035214,902875.4,902875.4,6,902875.400000000000,151428.410000000000,7,2.0000000000000000
CL-001939,902792.48,893578.98,4,893578.980000000000,223394.745000000000,19,1.3333333333333333
CL-023358,902782.52,873596.42,7,873596.420000000000,124799.488571428571,22,2.3333333333333333
CL-022404,902599.83,902599.83,2,902599.830000000000,451299.915000000000,10,0.66666666666666666667
CL-000977,901748.7,901748.7,2,901748.700000000000,450874.350000000000,3,0.66666666666666666667
CL-027978,901103.434,888591.42,15,888591.420000000000,59239.428000000000,35,5.0000000000000000
CL-012171,900321.58,900321.58,4,900321.580000000000,225080.395000000000,3,1.3333333333333333
CL-028722,900219.41,900219.41,8,900219.410000000000,112527.426250000000,10,2.6666666666666667
CL-013624,899533,356672.6,2,356672.600000000000,178336.300000000000,2,0.66666666666666666667
CL-015484,898731.48,898731.48,3,898731.480000000000,299577.160000000000,6,1.00000000000000000000
CL-016316,897061.15,897061.15,3,897061.150000000000,299020.383333333333,6,1.00000000000000000000
CL-003199,896599.64,868381.09,5,868381.090000000000,173676.218000000000,31,1.6666666666666667
CL-018186,896534.4,0,1,0.00000000000000000000,0.00000000000000000000,1,0.33333333333333333333
CL-027006,896534.28,896534.28,1,896534.280000000000,896534.280000000000,1,0.33333333333333333333
CL-013020,896370.16,877044.05,10,877044.050000000000,87704.405000000000,12,3.3333333333333333
CL-025251,896354.26,896354.26,5,896354.260000000000,179270.852000000000,5,1.6666666666666667
CL-008894,896172,896172,2,896172.000000000000,448086.000000000000,3,0.66666666666666666667
CL-050463,893102.0572,908105.61,1,908105.610000000000,908105.610000000000,2,0.33333333333333333333
CL-028198,892391.7,892391.9,2,892391.900000000000,446195.950000000000,4,0.66666666666666666667
CL-057304,892366.88,892366.88,2,892366.880000000000,446183.440000000000,8,0.66666666666666666667
CL-058911,892363.6,1051137.2,4,1051137.200000000000,262784.300000000000,21,1.3333333333333333
CL-045814,891866.26,714294.31,10,714294.310000000000,71429.431000000000,9,3.3333333333333333
CL-063392,891310.88,810288.83,5,810288.830000000000,162057.766000000000,28,1.6666666666666667
CL-062627,889912.83,859282.58,5,859282.580000000000,171856.516000000000,11,1.6666666666666667
CL-049524,889655.76,866709.12,6,866709.120000000000,144451.520000000000,11,2.0000000000000000
CL-047276,888240,888240,1,888240.000000000000,888240.000000000000,1,0.33333333333333333333
CL-025142,887927.55,885021.55,5,885021.550000000000,177004.310000000000,12,1.6666666666666667
CL-025269,887818.14,887818.14,1,887818.140000000000,887818.140000000000,3,0.33333333333333333333
CL-017240,887408.56,829243.16,7,829243.160000000000,118463.308571428571,17,2.3333333333333333
CL-028658,887243.32,850688.7,4,850688.700000000000,212672.175000000000,4,1.3333333333333333
CL-011470,885485.63,885485.62,1,885485.620000000000,885485.620000000000,4,0.33333333333333333333
CL-038637,885403.6,885403.6,2,885403.600000000000,442701.800000000000,3,0.66666666666666666667
CL-059614,885324.78,885324.78,1,885324.780000000000,885324.780000000000,1,0.33333333333333333333
CL-019349,884994.698,884994.7,9,884994.700000000000,98332.744444444444,22,3.0000000000000000
CL-036435,884881.9,884881.9,2,884881.900000000000,442440.950000000000,3,0.66666666666666666667
CL-009786,884173.04,884173.04,4,884173.040000000000,221043.260000000000,13,1.3333333333333333
CL-013909,884106.46,884106.46,10,884106.460000000000,88410.646000000000,19,3.3333333333333333
CL-003804,883055.3,883055.28,2,883055.280000000000,441527.640000000000,14,0.66666666666666666667
CL-049514,882566.4,882566.4,2,882566.400000000000,441283.200000000000,6,0.66666666666666666667
CL-022490,882476.16,882476.16,1,882476.160000000000,882476.160000000000,4,0.33333333333333333333
CL-043124,882226.68,792809.98,9,792809.980000000000,88089.997777777778,26,3.0000000000000000
CL-052445,881371.78,881371.78,4,881371.780000000000,220342.945000000000,9,1.3333333333333333
CL-005600,881227.44,881227.44,3,881227.440000000000,293742.480000000000,7,1.00000000000000000000
CL-030873,879104.81,879104.81,2,879104.810000000000,439552.405000000000,3,0.66666666666666666667
CL-053642,878900,888300,1,888300.000000000000,888300.000000000000,1,0.33333333333333333333
CL-005021,878142.72,0,1,0.00000000000000000000,0.00000000000000000000,1,0.33333333333333333333
CL-023396,878114.59,801291.026787317,5,801291.026787317000,160258.205357463400,15,1.6666666666666667
CL-051030,877774.48,778506.28,3,778506.280000000000,337819.882077146667,16,1.00000000000000000000
CL-064701,877193.88,463771.67,2,463771.670000000000,231885.835000000000,3,0.66666666666666666667
CL-003121,877109.8,877109.8,4,877109.800000000000,219277.450000000000,20,1.3333333333333333
CL-048120,876481.99,888553.5,7,888553.500000000000,126936.214285714286,11,2.3333333333333333
CL-032897,876230.31,859775.79,5,859775.790000000000,171955.158000000000,21,1.6666666666666667
CL-049108,876141.55,876141.54,3,876141.540000000000,292047.180000000000,6,1.00000000000000000000
CL-024497,874519.4,819965.9,3,819965.900000000000,273321.966666666667,4,1.00000000000000000000
CL-059722,873650.59,845826.24,4,845826.240000000000,211456.560000000000,14,1.3333333333333333
CL-023928,873397.76,763018.04,4,763018.040000000000,190754.510000000000,33,1.3333333333333333
CL-026611,873261.75,873261.75,1,873261.750000000000,873261.750000000000,1,0.33333333333333333333
CL-065273,872921.08,674551.032283125,1,674551.032283125000,674551.032283125000,4,0.33333333333333333333
CL-010687,872561.26,793312.26,6,793312.260000000000,132218.710000000000,13,2.0000000000000000
CL-006958,870726.75,855487.95,7,855487.950000000000,122212.564285714286,12,2.3333333333333333
CL-036469,870591.24,665491.63,9,665491.630000000000,73943.514444444444,40,3.0000000000000000
CL-000286,870413.83,785380.89,3,785380.890000000000,261793.630000000000,6,1.00000000000000000000
CL-062590,870164.32,870164.32,1,870164.320000000000,870164.320000000000,2,0.33333333333333333333
CL-005230,869295.27,874494.89,3,874494.890000000000,291498.296666666667,10,1.00000000000000000000
CL-059425,869015.74,869015.74,3,869015.740000000000,289671.913333333333,13,1.00000000000000000000
CL-033537,868751.43,863989.43,12,863989.430000000000,71999.119166666667,29,4.0000000000000000
CL-048717,868324.67,868324.67,10,868324.670000000000,86832.467000000000,15,3.3333333333333333
CL-010950,868241.705,1598632.55,2,1598632.550000000000,799316.275000000000,8,0.66666666666666666667
CL-021408,867747.88,897621.98,4,897621.980000000000,224405.495000000000,15,1.3333333333333333
CL-017771,866868,866868,2,866868.000000000000,433434.000000000000,2,0.66666666666666666667
CL-055737,865932.68,860321.69,7,860321.690000000000,122903.098571428571,12,2.3333333333333333
CL-016570,865858.65,865858.65,1,865858.650000000000,865858.650000000000,3,0.33333333333333333333
CL-000492,865446.61,865446.61,4,865446.610000000000,216361.652500000000,5,1.3333333333333333
CL-064229,865189.52,865189.53,2,865189.530000000000,432594.765000000000,8,0.66666666666666666667
CL-057726,865104.75,865104.75,5,865104.750000000000,173020.950000000000,7,1.6666666666666667
CL-002360,865064.82,865064.82,6,865064.820000000000,144177.470000000000,10,2.0000000000000000
CL-052713,864613.47,864613.47,5,864613.470000000000,172922.694000000000,17,1.6666666666666667
CL-035094,863233.36,863233.36,1,863233.360000000000,863233.360000000000,1,0.33333333333333333333
CL-021009,861866.21,945448.78,4,945448.780000000000,236362.195000000000,27,1.3333333333333333
CL-021989,861812.32,831806.32,5,831806.320000000000,166361.264000000000,12,1.6666666666666667
CL-051463,861530.95,771737.9,5,771737.900000000000,154347.580000000000,11,1.6666666666666667
CL-017787,859184.45,860603.013333333,4,860603.013333333000,215150.753333333250,24,1.3333333333333333
CL-040879,857635.6,857635.6,2,857635.600000000000,428817.800000000000,2,0.66666666666666666667
CL-040693,857140,857140,1,857140.000000000000,857140.000000000000,1,0.33333333333333333333
CL-003640,855406.02,845186.02,4,845186.020000000000,211296.505000000000,8,1.3333333333333333
CL-001493,855387.8648,479552.7,3,479552.700000000000,159850.900000000000,13,1.00000000000000000000
CL-063613,854698,854698,2,854698.000000000000,427349.000000000000,2,0.66666666666666666667
CL-039899,854285.8,854285.8,5,854285.800000000000,170857.160000000000,6,1.6666666666666667
CL-051094,852087.53,852087.53,3,852087.530000000000,284029.176666666667,4,1.00000000000000000000
CL-028307,852053.4,869852.98,4,869852.980000000000,217463.245000000000,6,1.3333333333333333
CL-002024,851213.1,851213.1,3,851213.100000000000,283737.700000000000,8,1.00000000000000000000
CL-013018,851146.31,851513.27,42,851513.270000000000,20274.125476190476,46,14.0000000000000000
CL-031748,851080.04,851080.04,3,851080.040000000000,283693.346666666667,3,1.00000000000000000000
CL-007871,850883.51,850883.5,6,850883.500000000000,141813.916666666667,17,2.0000000000000000
CL-047449,850559.079,850559.09,5,850559.090000000000,170111.818000000000,12,1.6666666666666667
CL-025009,850430,850430,2,850430.000000000000,425215.000000000000,1,0.66666666666666666667
CL-004632,850024.9496,850024.95,2,850024.950000000000,425012.475000000000,2,0.66666666666666666667
CL-024193,849800.31,849800.31,7,849800.310000000000,121400.044285714286,11,2.3333333333333333
CL-031090,849463.4,848664.76,23,848664.760000000000,36898.467826086957,50,7.6666666666666667
CL-003154,848305.62,848305.62,3,848305.620000000000,282768.540000000000,3,1.00000000000000000000
CL-016431,847946.61,847946.61,2,847946.610000000000,423973.305000000000,1,0.66666666666666666667
CL-023471,847424.95,807338.05,4,807338.050000000000,201834.512500000000,7,1.3333333333333333
CL-028660,847147.43,847147.43,2,847147.430000000000,423573.715000000000,11,0.66666666666666666667
CL-018787,846883.58,826133.57,8,826133.570000000000,103266.696250000000,31,2.6666666666666667
CL-011516,845013.27,829445.47,7,829445.470000000000,118492.210000000000,25,2.3333333333333333
CL-044003,844890.6,839589.051949272,1,839589.051949272000,839589.051949272000,14,0.33333333333333333333
CL-034201,844832.57,825672.57,5,825672.570000000000,165134.514000000000,18,1.6666666666666667
CL-039411,844155.59,790684.69,5,790684.690000000000,158136.938000000000,11,1.6666666666666667
CL-000127,842591.24,842591.24,2,842591.240000000000,421295.620000000000,4,0.66666666666666666667
CL-015624,842319.5069,842319.51,1,842319.510000000000,842319.510000000000,2,0.33333333333333333333
CL-015279,842244.16,842244.16,4,842244.160000000000,210561.040000000000,7,1.3333333333333333
CL-032101,841058.85,841058.85,2,841058.850000000000,420529.425000000000,8,0.66666666666666666667
CL-025265,840837.3,840837.3,2,840837.300000000000,420418.650000000000,7,0.66666666666666666667
CL-037207,840320,0,1,0.00000000000000000000,0.00000000000000000000,1,0.33333333333333333333
CL-021742,840267.94,831006.64,7,831006.640000000000,118715.234285714286,17,2.3333333333333333
CL-064319,839946.48,805051.713999554,4,805051.713999554000,201262.928499888500,20,1.3333333333333333
CL-019655,839067.6,768190.8,2,768190.800000000000,384095.400000000000,4,0.66666666666666666667
CL-052538,838988.96,811814.52,3,811814.520000000000,271263.106666666667,5,1.00000000000000000000
CL-005700,838952.76,652371.31,5,652371.310000000000,130474.262000000000,11,1.6666666666666667
CL-017190,838671.25,838671.25,2,838671.250000000000,419335.625000000000,3,0.66666666666666666667
CL-047700,838090.82,838090.82,11,838090.820000000000,76190.074545454545,37,3.6666666666666667
CL-034577,836337.75,838977.12,8,838977.120000000000,104872.140000000000,40,2.6666666666666667
CL-020240,835802.88,835802.88,6,835802.880000000000,139300.480000000000,9,2.0000000000000000
CL-015043,835732.16,835732.16,15,835732.160000000000,55715.477333333333,16,5.0000000000000000
CL-041160,834676.95,823952.15,12,823952.150000000000,68662.679166666667,51,4.0000000000000000
CL-029384,834064.92,765064.92,4,765064.920000000000,191266.230000000000,8,1.3333333333333333
CL-011177,833582.11,833582.11,7,833582.110000000000,119083.158571428571,19,2.3333333333333333
CL-020367,832208,832208,2,832208.000000000000,416104.000000000000,2,0.66666666666666666667
CL-019472,831979.6974,831979.7,15,831979.700000000000,55465.313333333333,18,5.0000000000000000
