Tul Code,Ordenado,Delivered,Orders,ACV,AOV,Sku's,Freq
CL-001617,27382462.36,27382462.36,11,27382462.360000000000,2489314.760000000000,11,3.6666666666666667
CL-049144,27370417.65,28406138.32,16,28406138.320000000000,1775383.645000000000,17,5.3333333333333333
CL-017083,27356685.18,26881040.86,42,26881040.860000000000,640024.782380952381,15,14.0000000000000000
CL-036743,27254991.57,27254991.57,15,27254991.570000000000,1816999.438000000000,14,5.0000000000000000
CL-004237,27216622.477,26960485.85,20,26960485.850000000000,1348024.292500000000,44,6.6666666666666667
CL-056968,27179680.36,27179680.35,14,27179680.350000000000,1941405.739285714286,19,4.6666666666666667
CL-030440,27107977.61,26849270.63,7,26849270.630000000000,3835610.090000000000,18,2.3333333333333333
CL-009424,27052739.97,27178539.98,3,27178539.980000000000,9059513.326666666667,4,1.00000000000000000000
CL-028357,27050300.365,25341387.53,10,25341387.530000000000,2534138.753000000000,26,3.3333333333333333
CL-049783,27019203.26,35223408.31,40,35223408.310000000000,880585.207750000000,71,13.3333333333333333
CL-039224,27004238.03,27025449.16,18,27025449.160000000000,1501413.842222222222,9,6.0000000000000000
CL-029669,26917233.24,26841542.09,42,26841542.090000000000,639084.335476190476,33,14.0000000000000000
CL-030055,26870075.3,34975476.4938511,23,34975476.493851100000,1520672.891037004348,44,7.6666666666666667
CL-017261,26755943.62,26165002.02,20,26165002.020000000000,1308250.101000000000,10,6.6666666666666667
CL-004520,26699836.43,19790236.43,12,19790236.430000000000,1649186.369166666667,12,4.0000000000000000
CL-052129,26686725.8138,26710043.73,10,26710043.730000000000,2671004.373000000000,7,3.3333333333333333
CL-026604,26678038.96,25557229.964,27,25557229.964000000000,946564.072740740741,90,9.0000000000000000
CL-015319,26635470.59,26446628.09,5,26446628.090000000000,5289325.618000000000,9,1.6666666666666667
CL-020030,26513121.97,25964734.81,23,25964734.810000000000,1128901.513478260870,12,7.6666666666666667
CL-000920,26451675,24991847.2,18,24991847.200000000000,1388435.955555555556,14,6.0000000000000000
CL-009918,26369969.22,26369970.07,27,26369970.070000000000,976665.558148148148,16,9.0000000000000000
CL-004211,26325002.935,27482237.78,25,27482237.780000000000,1099289.511200000000,22,8.3333333333333333
CL-010380,26274297.92,26346716.66,25,26346716.660000000000,1053868.666400000000,25,8.3333333333333333
CL-036456,26255680.87,26262041.54,23,26262041.540000000000,1141827.893043478261,26,7.6666666666666667
CL-046540,26126641.62,26138504.93,22,26138504.930000000000,1188113.860454545455,9,7.3333333333333333
CL-038826,26092144.91,25949621.68,33,25949621.680000000000,786352.172121212121,32,11.0000000000000000
CL-001395,26071077.51,26113841.73,19,26113841.730000000000,1374412.722631578947,11,6.3333333333333333
CL-051207,26045912.48,24943659.66,16,24943659.660000000000,1558978.728750000000,41,5.3333333333333333
CL-043269,26027589.41,26027589.41,7,26027589.410000000000,3718227.058571428571,7,2.3333333333333333
CL-018217,26023512.13,26053814.33,5,26053814.330000000000,5210762.866000000000,12,1.6666666666666667
CL-003318,25997458.75,25975887.42,20,25975887.420000000000,1298794.371000000000,68,6.6666666666666667
CL-052896,25987023.54,25966951.74,17,25966951.740000000000,1527467.749411764706,28,5.6666666666666667
CL-059716,25968060,25968060,2,25968060.000000000000,12984030.000000000000,8,0.66666666666666666667
CL-025107,25951726.65,24086446.8831008,24,24086446.883100800000,1003601.953462533333,82,8.0000000000000000
CL-000408,25869170.715,25903946.37,14,25903946.370000000000,1850281.883571428571,14,4.6666666666666667
CL-053950,25814400,25814400,1,25814400.000000000000,25814400.000000000000,1,0.33333333333333333333
CL-018011,25714068.01,25714068.01,11,25714068.010000000000,2337642.546363636364,8,3.6666666666666667
CL-006845,25675508.26,25818858.05,14,25818858.050000000000,1844204.146428571429,29,4.6666666666666667
CL-023493,25509720.9075,27287620.11,36,27287620.110000000000,760249.138258111111,19,12.0000000000000000
CL-065635,25414603.29,25414603.29,15,25414603.290000000000,1694306.886000000000,4,5.0000000000000000
CL-002671,25397200.88,25397200.88,14,25397200.880000000000,1814085.777142857143,12,4.6666666666666667
CL-023010,25396350.67,24407875.31,24,24407875.310000000000,1016994.804583333333,37,8.0000000000000000
CL-033386,25395197.9,25395197.9,3,25395197.900000000000,8465065.966666666667,4,1.00000000000000000000
CL-015120,25267908.43,25267908.43,7,25267908.430000000000,3609701.204285714286,6,2.3333333333333333
CL-036092,25254439.819,24958611.3089754,34,24958611.308975400000,734777.923793394118,83,11.3333333333333333
CL-033576,25216036.22,23923260.02,7,23923260.020000000000,3417608.574285714286,8,2.3333333333333333
CL-025533,25197529.51,25217798.41,9,25217798.410000000000,2801977.601111111111,4,3.0000000000000000
CL-003650,25051259.59,24856677.2,11,24856677.200000000000,2259697.927272727273,11,3.6666666666666667
CL-015569,25003242.31,23369904.39,30,23369904.390000000000,778996.813000000000,27,10.0000000000000000
CL-059869,24897312.01,24897312.01,3,24897312.010000000000,8299104.003333333333,10,1.00000000000000000000
CL-020210,24871447.8,24844847.8,14,24844847.800000000000,1774631.985714285714,16,4.6666666666666667
CL-035943,24815868.23,24995233.05,12,24995233.050000000000,2082936.087500000000,47,4.0000000000000000
CL-025166,24809918.24,24809918.25,12,24809918.250000000000,2067493.187500000000,48,4.0000000000000000
CL-045190,24802213.76,24825238.56,25,24825238.560000000000,993009.542400000000,13,8.3333333333333333
CL-048659,24788096.78,24344721.9535,23,24344721.953500000000,1058466.171891304348,13,7.6666666666666667
CL-063493,24759830.95,24759830.95,3,24759830.950000000000,8253276.983333333333,3,1.00000000000000000000
CL-003774,24745624.47,23918748.47,42,23918748.470000000000,569494.011190476190,13,14.0000000000000000
CL-006268,24679930.81,25620130.81,16,25620130.810000000000,1601258.175625000000,8,5.3333333333333333
CL-055517,24617822.86,24422302.89,33,24422302.890000000000,742974.990324457576,82,11.0000000000000000
CL-035473,24575567.46,24195433.8222769,31,24195433.822276900000,780497.865234738710,49,10.3333333333333333
CL-004363,24515690.26,39822512.66,18,39822512.660000000000,2212361.814444444444,17,6.0000000000000000
CL-002646,24507858.68,24515827.51,11,24515827.510000000000,2228711.591818181818,11,3.6666666666666667
CL-032190,24498431.08,24424303.79,13,24424303.790000000000,1878792.599230769231,22,4.3333333333333333
CL-018483,24491382.015,23585839.84,24,23585839.840000000000,982743.326666666667,12,8.0000000000000000
CL-025140,24489232.78,24384423.85,14,24384423.850000000000,1741744.560714285714,46,4.6666666666666667
CL-040975,24486002.2012,24210219.85,6,24210219.850000000000,4035036.641666666667,4,2.0000000000000000
CL-017951,24413611.24,18204845.2245,24,18204845.224500000000,758535.217687500000,134,8.0000000000000000
CL-040695,24385550.65,24254736.35,14,24254736.350000000000,1732481.167857142857,11,4.6666666666666667
CL-028073,24310234.91,23316046.09,29,23316046.090000000000,804001.589310344828,41,9.6666666666666667
CL-018145,24308975.17,24308975.17,80,24308975.170000000000,303862.189625000000,24,26.6666666666666667
CL-018407,24154575.58,24150210.58,21,24150210.580000000000,1150010.027619047619,38,7.0000000000000000
CL-057058,24112549.17,24112549.17,18,24112549.170000000000,1339586.065000000000,8,6.0000000000000000
CL-000527,24046473.75,23773873.173751,29,23773873.173751000000,819788.730129344828,86,9.6666666666666667
CL-000628,24015289.76,23185223.0933333,11,23185223.093333300000,2107747.553939390909,10,3.6666666666666667
CL-037283,23999609.04,28549650.58,49,28549650.580000000000,582645.930204081633,18,16.3333333333333333
CL-037553,23986397.135,23758994.04,16,23758994.040000000000,1484937.127500000000,36,5.3333333333333333
CL-017368,23930347.75,23320014.57,27,23320014.570000000000,863704.243333333333,34,9.0000000000000000
CL-029856,23925353.85,21957904.502,12,21957904.502000000000,1829825.375166666667,12,4.0000000000000000
CL-017547,23862669.9,23883299.92,13,23883299.920000000000,1837176.916923076923,5,4.3333333333333333
CL-062177,23796629.25,19924213.0085239,19,19924213.008523900000,1048642.789922310526,19,6.3333333333333333
CL-014764,23786354.16,24617931.04,43,24617931.040000000000,572510.024186046512,38,14.3333333333333333
CL-018231,23707721.9,23707721.9,24,23707721.900000000000,987821.745833333333,19,8.0000000000000000
CL-036532,23704999.49,23681663.38,18,23681663.380000000000,1315647.965555555556,32,6.0000000000000000
CL-052274,23699330.75,23725254.12,12,23725254.120000000000,1977104.510000000000,7,4.0000000000000000
CL-048361,23651946.36,23695850.68,3,23695850.680000000000,7898616.893333333333,3,1.00000000000000000000
CL-016399,23600292.23,23006959.13,21,23006959.130000000000,1095569.482380952381,54,7.0000000000000000
CL-047371,23560979.2,23560979.2,6,23560979.200000000000,3926829.866666666667,4,2.0000000000000000
CL-003283,23556940.67,23768311.72,33,23768311.720000000000,720251.870303030303,15,11.0000000000000000
CL-008778,23551129.05,23554256.48,14,23554256.480000000000,1682446.891428571429,9,4.6666666666666667
CL-057896,23548881.48,23512627.08,6,23512627.080000000000,3918771.180000000000,20,2.0000000000000000
CL-021384,23530704.46,23552083.53,24,23552083.530000000000,981336.813750000000,9,8.0000000000000000
CL-040227,23519576.78,23573020.5685415,28,23573020.568541500000,842040.754947910714,19,9.3333333333333333
CL-051013,23472895.78,22510219.36,6,22510219.360000000000,3751703.226666666667,8,2.0000000000000000
CL-000411,23426776.81,19026924.96,11,19026924.960000000000,1729720.450909090909,16,3.6666666666666667
CL-023393,23415527.9,23984102.75,22,23984102.750000000000,1090186.488636363636,24,7.3333333333333333
CL-028679,23409237.37,23501882.67,22,23501882.670000000000,1068267.394090909091,41,7.3333333333333333
CL-000298,23348809.97,23273669.54,35,23273669.540000000000,664961.986857142857,27,11.6666666666666667
CL-030362,23239994.79,23004853.73,24,23004853.730000000000,958535.572083333333,24,8.0000000000000000
CL-023207,23231627.13,23435087.91,12,23435087.910000000000,1952923.992500000000,13,4.0000000000000000
CL-031406,23191607.57,23191607.57,6,23191607.570000000000,3865267.928333333333,6,2.0000000000000000
CL-011648,23163236.74,22981066.75,13,22981066.750000000000,1767774.365384615385,7,4.3333333333333333
CL-047386,23158505.78,20064135.7,13,20064135.700000000000,1543395.053846153846,47,4.3333333333333333
CL-021591,23094777.29,23094777.29,7,23094777.290000000000,3299253.898571428571,20,2.3333333333333333
CL-038709,23059419.89,23070174.63,9,23070174.630000000000,2563352.736666666667,9,3.0000000000000000
CL-006856,23036946.8,22817616.81,8,22817616.810000000000,2852202.101250000000,5,2.6666666666666667
CL-020425,22878328.1,22907865.3,4,22907865.300000000000,5726966.325000000000,7,1.3333333333333333
CL-036203,22865933.17,22544923.27,15,22544923.270000000000,1502994.884666666667,14,5.0000000000000000
CL-000426,22833627.81,22833627.81,8,22833627.810000000000,2854203.476250000000,16,2.6666666666666667
CL-016582,22778341.67,22641641.6299569,51,22641641.629956900000,443953.757450135294,132,17.0000000000000000
CL-004610,22746147.4,22219463.6,11,22219463.600000000000,2019951.236363636364,8,3.6666666666666667
CL-039956,22715781.32,22730006.84,10,22730006.840000000000,2273000.684000000000,32,3.3333333333333333
CL-006404,22657290.07,22063090.8479683,49,22063090.847968300000,450267.160162618367,144,16.3333333333333333
CL-015785,22644600,22644600,2,22644600.000000000000,11322300.000000000000,9,0.66666666666666666667
CL-016588,22639271.92,22543976.32,28,22543976.320000000000,805142.011428571429,26,9.3333333333333333
CL-022398,22606059.42,22606059.42,9,22606059.420000000000,2511784.380000000000,7,3.0000000000000000
CL-000757,22602367.06,22107046.73,19,22107046.730000000000,1163528.775263157895,5,6.3333333333333333
CL-005327,22551695.95,22538179.98,50,22538179.980000000000,450763.599600000000,63,16.6666666666666667
CL-010135,22541408.2,22860962.55,31,22860962.550000000000,737450.404838709677,20,10.3333333333333333
CL-026116,22479912.55,21479794.166,13,21479794.166000000000,1652291.858923076923,10,4.3333333333333333
CL-032312,22445564.17,22445564.13,6,22445564.130000000000,3740927.355000000000,31,2.0000000000000000
CL-002152,22403214.15,22403214.15,20,22403214.150000000000,1120160.707500000000,12,6.6666666666666667
CL-034894,22398863.98,22378430.37,13,22378430.370000000000,1721417.720769230769,15,4.3333333333333333
CL-000686,22366064.4388379,21770352.68,37,21770352.680000000000,588387.910270270270,38,12.3333333333333333
CL-011486,22280403.23,22280403.23,23,22280403.230000000000,968713.183913043478,9,7.6666666666666667
CL-020136,22264348.15,27764622.82,13,27764622.820000000000,2135740.216923076923,21,4.3333333333333333
CL-009415,22204889.61,20421526.61,12,20421526.610000000000,1701793.884166666667,6,4.0000000000000000
CL-034775,22180268.23,27917363.07,5,27917363.070000000000,5583472.614000000000,6,1.6666666666666667
CL-045166,22162634.7,22165434.72,4,22165434.720000000000,5541358.680000000000,2,1.3333333333333333
CL-022942,21964068.33,21668063.93,10,21668063.930000000000,2171606.393000000000,16,3.3333333333333333
CL-006273,21905089.5724,21965560.32,7,21965560.320000000000,3137937.188571428571,6,2.3333333333333333
CL-062265,21880935.11,21312361.02,4,21312361.020000000000,5328090.255000000000,4,1.3333333333333333
CL-041625,21836749.93,17551840.01,19,17551840.010000000000,923781.053157894737,9,6.3333333333333333
CL-005240,21742001.17,21977288.42,11,21977288.420000000000,1997935.310909090909,8,3.6666666666666667
CL-027117,21656800.43,21656800.43,3,21656800.430000000000,7218933.476666666667,8,1.00000000000000000000
CL-037543,21552645.32,21554220.32,19,21554220.320000000000,1134432.648421052632,25,6.3333333333333333
CL-037439,21505855.27,21477445.2748809,6,21477445.274880900000,3579574.212480150000,23,2.0000000000000000
CL-000806,21504382.15,21342259.65,34,21342259.650000000000,627713.519117647059,38,11.3333333333333333
CL-023373,21421450.55,21227671.135087,13,21227671.135087000000,1632897.779622076923,8,4.3333333333333333
CL-004100,21373969.43,20524326.05,18,20524326.050000000000,1140240.336111111111,7,6.0000000000000000
CL-020127,21312883.77,21317860.1,17,21317860.100000000000,1254197.411764705882,13,5.6666666666666667
CL-063758,21290660.5,21290660.5,3,21290660.500000000000,7096886.833333333333,3,1.00000000000000000000
CL-009917,21278560.88,21016740.42,14,21016740.420000000000,1501195.744285714286,11,4.6666666666666667
CL-054671,21274835.88,21033404.4684,5,21033404.468400000000,4206680.893680000000,7,1.6666666666666667
CL-010524,21254318.55,21148965.61,31,21148965.610000000000,682224.697096774194,45,10.3333333333333333
CL-019600,21237573.04,19833584.14,11,19833584.140000000000,1803053.103636363636,17,3.6666666666666667
CL-009205,21176333.9828,21124925.97,20,21124925.970000000000,1056246.298500000000,32,6.6666666666666667
CL-001237,21172600.67,21203695.32,14,21203695.320000000000,1514549.665714285714,9,4.6666666666666667
CL-052851,21142491.78,21130039.9,18,21130039.900000000000,1173891.105555555556,15,6.0000000000000000
CL-017433,21142159.48,21157597.54,17,21157597.540000000000,1244678.502352941176,32,5.6666666666666667
CL-050376,21074707.81,20172164.8,10,20172164.800000000000,2017216.480000000000,11,3.3333333333333333
CL-041777,21065339.8,21126677.39,15,21126677.390000000000,1408445.159333333333,17,5.0000000000000000
CL-004791,20824972.94,20887219.27,18,20887219.270000000000,1160401.070555555556,40,6.0000000000000000
CL-038130,20823525.69,20843058.38,11,20843058.380000000000,1894823.489090909091,17,3.6666666666666667
CL-028124,20821547.77,20798999.538,10,20798999.538000000000,2079899.953800000000,13,3.3333333333333333
CL-004226,20813900.98,20748859.8241,13,20748859.824100000000,1596066.140315384615,15,4.3333333333333333
CL-053799,20806345.091,20331290.83,17,20331290.830000000000,1195958.284117647059,56,5.6666666666666667
CL-017934,20796811.56,20525461.86,20,20525461.860000000000,1026273.093000000000,37,6.6666666666666667
